name,ratings,date,helpful vote,comment
입새마지막,1,2019년 2월 15일,2,아니 14미만 회원가입할때 아이디만들고 밑에 sms 인증 법적대리인꺼라고 적어줘야죠 맨날 이런 앱밖에 없고 다 쓰레기야 에휴
같은마음,4,2019년 3월 6일,0,온라인 DJ에요^^
Kil Hwan Yang,1,2019년 3월 5일,0,경기도 마을버스는 언제 등록해서 쓸수 있나
최현정,1,2019년 3월 6일,1,업데이트할때마다 기가지니 TV연결하기가 매우 불편합니다
님까리범,5,2019년 3월 6일,12,진짜 잘 만든듯 편하고 업데이트도 맘에들어요
양병현,5,2019년 3월 17일,0,기가지니 음성 안내 맘에 듭니다.
Google 사용자,2,2019년 1월 30일,1,카카오로그인이 잘안됨ㅡㅡ
Juyeong Lee,1,2019년 1월 1일,4,불필요한 권한 요구 필수 권한 이외에는 필요할때 요청할것
김승호,1,2019년 2월 19일,0,쓸데없는 기능이 또 업데이트
A Azucat,5,2019년 3월 6일,0,음성 인식률이 상당히 좋네요 아주 편하고 좋아요!
이초롱,1,2018년 12월 28일,6,업데이트 후 카톡 간편 로그인이 안됩니다 ㅠㅠ
눕눕,2,2018년 11월 18일,16,노래 검색 좀 해주게 해주세요 아아아아악!! 제가 지니뮤직 어플로 좋아요 눌르고나서 기가지니 앱으로 지니뮤직 들어가서 MY로 가서 좋아요 한걸로 찾아 들어야 하나요? 제가 이걸 올초쯤부터 사용한 것 같은데 왜 아직도 개선이 안 되는건가요?? 아니 기가지니 계속 광고할 거면서 왜 어플개선은 안 해주세요??
우보람,1,2019년 2월 16일,1,지니 문안인사 off했는데 계속 문안인사해요 무서움...
강주연,1,2019년 2월 11일,2,별표 하나도 주고싶지않아요.
louvrer seo,2,2018년 11월 28일,8,"음악들을 때 요청한 노래만 듣고 싶은데, 노래가 끝나면 연관노래까지 자동재생되니까 무제한이 아니면 노래끝나기전에 중지해야 함. 환경설정에서 노래재생에 대한 설정이 있어야 함. 지금은 반복, 셔틀기능만 있어 사용자가 무심코있으면 노래이용횟수가 계속 차감되는 구조로 소비자에게 불리하게 만들어졌음"
나무,3,2018년 12월 17일,3,왜 이렇게 할 수 있는 게 적은지 의문이네요 이 어플로 얻은 건 기가지니 부르기 귀찮아서 지니야로 바꾼 것 밖에 없어요 타이머 더 크고 길게 못 바꾸나요? 어플로 소리 조절을 할 수는 없을까요? 특정 키워드에 특정 행동을 할 수 있게 설정할 수는 없을까요? 솔직히 별 쓸모가 없네요
몸개그 쩌는사람몸개그 쩌는사람,5,2019년 1월 30일,8,말귀를잘알아들음
이기성,5,2019년 1월 14일,0,아주 편하고 좋습니다
BT,3,2018년 10월 18일,8,지니뮤직 기능 개선좀요.... 1. 검색 기능 x - 원하는 노래를 들으려면 기존 지니뮤직 앱으로 원하는 노래 검색 후 좋아요를 눌러야 기가지니로 들을 수 있음 2. 재생목록에 추가 기능이 x - 최신 차트 내 음악을 듣다가도 원하는 노래를 듣고 싶으면 목록이 다 삭제됨 블루투스 스피커처럼 연결이나 되면몰라... 개선좀 해주세요 ㄹㅇ루
파이안,3,2018년 9월 13일,4,기가지니버디 기능이 너무 없는 것 같아요. 말도 못 알아듣고 마이크가 4개가 달려있는데 통화지원도 안되고 정말 비추네요. 별1개도 아까운데 3개 준이유는 앞으로 발전을 기원하는 의미로 줬네요.
chang min kim,1,2019년 3월 3일,1,아무런 쓸모없는 어플...
Michael Nonran,1,2019년 3월 31일,0,무겁고... UI 구리고...
Google 사용자,3,2018년 9월 14일,1,기가지니2가 업뎃한후에 아무말도 인식을 못해요. 앱에다 글로 써도 무시해요. 그저 지니야 하면 네. 뿐. 씹히니 기분나쁜데요...; 그리고 버디는 밧데리유지가 영... 그냥 붙박이로 꽂아놓고 쓰네요.
Google 사용자,5,2019년 2월 5일,2,기갸지니엡이좋긴좋은데 말을안들을때가만아요
Google 사용자,1,2018년 10월 22일,13,모바일 앱에서 폰번호로 로그인해서 잘 사용하다 업데이트 된 후 같은 폰번호로 로그인을 하려니 KT가 아니라서 로그인이 안된다는데 이게 말인지 똥인지 된장인지 모르겠네요 업데이트 되기전에는 skt라서 폰번호로 로그인해도 잘만되더니 이젠 kt만 된다는데 이미 대표번호로 지정도 해놨는데 어쩌라는건지 모르겠네요
정지유,1,2019년 1월 21일,0,제발 기가지니버디기능 좀 업그레이드 시켜주세요
오민수,1,2019년 1월 12일,0,배터리앱 사용중 자꾸뜸 암튼 케이티 겁나맘에안드러
박주영,3,2019년 1월 23일,1,불러도 대답없는 너...
주민성,5,2019년 1월 23일,1,좋네요ᆢ ㆍ ㆍㆍㆍㆍ ㆍㆍㆍㆍ ㆍㆍㆍ
jy kim,2,2019년 1월 10일,2,자꾸 에러남 불편
소우진,1,2018년 11월 4일,6,인증번호 누르고 확인클릭하면 오류만 나오는데 1시간30분 시간낭비 ...나중에 또해바도 인증오류만 나오네요 기존모뎀으로설치해서 티비보고있음 연결도안되는걸 보내주나요
권기정,5,2019년 1월 26일,0,정말 간편하고 좋습니다
황차식,1,2019년 1월 19일,0,정말 아이다 이거. 성질나서 몬하겟다 . 그리고 로그인 당시부터 옆에 무엇이던 물어보세요 이딴거 좀 치워라. 왕짜증이다. 핸드폰 집어던지것다.
kh kim,1,2018년 10월 20일,1,소프트웨어 최악임... 볼륨조차 레벨이 서로 다름 지니음악듣다가 지니 부르면 목소리 너무 작음 개별 프로그램 소리가 서로 조절 안됨... 유선으로 TV랑 연결해서 TV옆에 놓아야 되는데 티비 소리 때문에 호출인식 잘 안됨 하루 쓰고 리모컨으로 쓰고 있음...그나마 시계로 쓰려 하지만 그마저 잘안됨 인식으로는 카카오가 짱임... 그냥 카카오 계속 쓰고 있음... 벌륨문제는 해결 좀 해라..수수료 먹을라고 슈퍼마켓이런거 넣는데만 힘쓰지말고 기본이나 좀 된 상태에서 하자..
이승훈,5,2019년 1월 29일,0,아주 좋아요
김균현,5,2019년 2월 3일,12,기가지니는참말을잘듣습니다
Man Hi Lee,5,2019년 2월 15일,2,음악 듣기 편해요
김신호,5,2019년 2월 2일,6,종은 플이 많은것같아요
차현정,1,2018년 12월 28일,0,아직 사용 못했슴. 핀번호를 알수가없어요. 화면을 스크롤하라고해서 따라해봐도 안되네요
김희선,5,2019년 2월 27일,0,좋고 편해요
sw l,1,2018년 10월 5일,9,이건30?분동안인증받기를시도했는데에휴 인내심테스트어플로만생각됨 그냥쓰지마세요 그렇지안음 수명단축됭니딘
예셜,5,2019년 4월 20일,0,저 어린인데 마미 몰래..ㅋ그래도 타자치기 귀찮을때 좋아서(톡)별점 5개
김식빵,2,2018년 9월 28일,12,검색기능도 없고 도대체 멀 들으라는건지 같은노래만 무한반복...기능좀 늘려주세요
Google 사용자,1,2018년 10월 22일,8,회원가입할때 자꾸 이상한 곰돌이 눌러져가지고 써놨던거 다 날라가고 아오 한시간동안 미치겠네
윤서,3,2018년 9월 23일,7,기가지니 검색기능 없어서 너무 불편해요 빨리 어떻게 해주셨으면 좋겠어요
이준헌,2,2018년 9월 16일,1,이전버전에 비해 유투브 화질도 떨어지고 검색이 불편함 음성민식도 안좋음
Google 사용자,1,2018년 10월 26일,2,인증이 안돼...인증번호 요청에 서버연결 실패 ㅡㅡ
23 k,1,2018년 9월 22일,9,케이톡 ㅅ시 팔이거뭐냐 회원가입 무한루프 장난까냐. 장난까냐 ㅣ안해
무한진격,5,2018년 11월 28일,6,애들이 참 좋아합니다~!!
김지효,1,2018년 10월 16일,2,아..노래검색 기능좀요.그래야 결제를 하든말든하죠
Unjiineun gibunjotack,1,2018년 12월 17일,0,아니 지금 안산 미세먼지 141 이라 매우해로움인데 왜 미세먼지 수치를 보통이라 하는거야 ㅇㅁ 뒤졋냐
JungHyun Lee,5,2018년 10월 12일,0,유용한 기능이 날로 늘어나네요 집에서 리모컨만큼 휴대전화도 잘 잃어버리는데 휴대전화 찾기기능 추가 완전 감동입니다~ 잘 쓰고있어요♡
Google 사용자,1,2018년 9월 14일,2,유트브 화질이 못볼정도로 떨어집니다 통신사중 최악
변승현,5,2018년 11월 7일,0,노래를 들을 때 가사를 폰에서 볼 수 있게 해주세요
장민석,1,2018년 9월 19일,0,쓸데없는거 제발 쓸데없는 업뎃한다면서 설정 돌려놓지마라 속보인다
PS M,1,2019년 5월 9일,0,기가지니 별루 쓸머가 없어요 절대 설치 하지마세요 기가지니 너무 짜쯩나고 쓸머가 없어요
sangki Shon,3,2018년 10월 20일,1,교통에서 마을버스도 추가해주세요
현준조,1,2018년 11월 13일,0,14세 미만은 깔지 마세요 할수 있는게 없어요
Google 사용자,5,2018년 10월 23일,2,알아가고 있는중이예요
soonyoung kwon,1,2018년 10월 29일,0,비밀번호 삼년안바꿔서 로그인을 못한다니요...아이고
Google 사용자,4,2018년 11월 17일,5,정~~~말 좋아요♡
Google 사용자,2,2018년 9월 24일,6,업댓후 기가지니앱이 중지됐어요 이게 뮙니까
시로이코이비토,1,2018년 10월 10일,3,노래검색 기능도 없음 쓰레기
1네모바지스폰지밥,1,2018년 9월 16일,3,지니가 말을안들어
정봉영,5,2018년 10월 28일,0,유용한앱이라생각합니다
박성우DK,4,2019년 1월 25일,0,사용이 편해요 근데 이상한결제 되는데
Google 사용자,2,2018년 9월 28일,0,말을 알아듣지를못함
김태경,3,2018년 10월 22일,1,말귀진짜못알아먹음ㅜㅜ
김정화,5,2018년 11월 7일,0,아주 좋아요~~♡
최이룸,5,2019년 2월 7일,0,지니를궃이않불러도돼서편리해요
Google 사용자,1,2018년 11월 14일,0,오류가 많음
서서희,5,2019년 2월 20일,0,디ㅡㄱㅅㄱㅅ
Derrick Nam,1,2018년 11월 25일,1,권한요구 더럽게많네..
허윤신,4,2018년 10월 8일,1,그냥 좋아요
이상현,3,2019년 4월 24일,0,써보고마움에안들면어웃
whw kim,1,2018년 10월 31일,0,인증안댐ㅡㅡ오류팅김
Google 사용자,1,2018년 9월 22일,0,기기지니좀 잘만들지
Jihoon Park,1,2019년 2월 2일,0,푸쉬만 오지게 옴
Google 사용자,5,2018년 10월 11일,0,그냥좋음 최고
최최강림,5,2018년 9월 21일,0,".ㆍ.ᆢ,ㆍ.ㆍ,ㆍ.ㆍ.ㆍ.ㆍ.ㆍ"
황원욱,2,2019년 5월 12일,0,"좋아하는 노래만 듣고싶은데 플레이리스트를 따로 설정해놓고 노래를 들을수 있는 방법은 없나요? 예를들어서 '1번리스트 틀어줘' , 이런식으로요.. 개선 부탁드립니다."
김경수,5,2019년 5월 5일,0,굿
김보근,2,2019년 4월 13일,1,카톡 왜 갑자기 연동 안됨?? 카톡으로 로그인했는데 갑자기 로그아웃되어있고 다시 로그인 안되고... 나머지는 괜찮은데 유튜브 검색해줘 기능에서 타이핑으로 안돼는거 살짝 불편합니다.
진유석,2,2019년 4월 11일,10,기가지니 로봇청소기 연동은 IoT랑도 했는데 티비 기가지니 G메뉴에 IoT쪽 가면 로봇청소기가 안떠서 음성인식 작동이 안돼요 도와주세요
김정순,5,2019년 4월 26일,0,"김정순,"
배범,5,2019년 5월 2일,0,굳
Edward kim,5,2019년 5월 2일,0,좋아요
몰라몰라,4,2019년 5월 3일,0,굿
정병목,5,2019년 5월 8일,0,최고
조병권,5,2019년 3월 22일,0,참 좋습니다.
임병구,5,2019년 3월 25일,0,좋아요
이용복,5,2019년 3월 11일,0,조와요
Google 사용자,5,2019년 3월 12일,0,넘좋아요ㅎㅎ
조찬복,4,2019년 3월 28일,0,조찬복
김희영,5,2019년 3월 8일,0,굿 좋다
munyong yu,5,2019년 3월 6일,0,"굿.,ㅎ"
p이누,4,2019년 2월 27일,0,조아
최인춘,5,2019년 2월 9일,1,좋아요
Google 사용자,5,2019년 2월 21일,1,좋아요
박정목,5,2019년 3월 28일,0,굿
제임스봉구봉욱,5,2019년 2월 15일,0,좋네요
김대영,5,2019년 2월 1일,0,굿
비타민,5,2019년 1월 30일,0,좋아요
류미리,1,2019년 3월 24일,0,별루
이지영,5,2019년 3월 2일,0,좋아ㅡ
한상율,5,2019년 1월 29일,0,굳
민우김,5,2019년 1월 27일,0,굿
정현수,4,2019년 1월 30일,0,좋음
황영훈,5,2019년 2월 16일,0,좋아요
Google 사용자,5,2019년 1월 24일,0,굿
이성윤,5,2019년 3월 9일,0,좋아요
Google 사용자,5,2018년 10월 23일,0,개꿀띄
최헌근,5,2018년 11월 1일,0,감사
금꼴찌,5,2018년 11월 6일,1,좋아요
조준우,4,2018년 10월 11일,0,교통상황빨리
박영미,5,2018년 10월 9일,0,편해요
김수영,4,2018년 10월 14일,0,감사
MOON HEE BAE,1,2018년 10월 11일,0,글쎄......
김정훈,5,2018년 9월 29일,1,굿
junhyouk lee,1,2018년 9월 8일,4,지니로 노래들을때 추가안되고 재생만되면 어떻게 들으라고 이렇게 인터페이스 짜신지모르겠네요 노래추가좀 업데이트해주세요
김호식,1,2018년 9월 3일,2,미디어팩 하나쓸라니 앱을 개떡같이 많이받아야되네요
김광현,5,2018년 9월 24일,0,ㅠㅠ5555
noll kim,2,2018년 8월 17일,7,"음악듣기 겁나 불편하게 만들어놨음. 검색도 안되고 지들 선곡한 것만 들으라는 건지.. 마이앨범 이용하라는데 마이앨범 지니에서 만들어 
등록해도 기가지니앱에서 앨범만 뜨지 앨범안에 아무곡도 안뜸. 노래가 몇개들어있는지 숫자는 뜨는데 플레이도 안되고 앨범에 들어가면 한곡도 
안뜸"
Google 사용자,1,2018년 7월 21일,8,사용자 인증안되 계속멈춤 기기4개나. 시도했는데 다안되네요 아이폰은.한번에 되는데.안드로이드버전은 참 욕나오네요 ㅜㅜ
Young-Rak Park,1,2018년 8월 4일,2,"최악임 앱 설정에서 푸시알림을 꺼도 광고알림이 뜸. 재대로 하는게 하나도 없음 배경소음이 조금만 있어도 인식율이 최악임 거기다 아이들 
말은 알아듯지도 못함. 아이들이 광고에 나옴에도 불구하구요 정말 최악임"
박재만,5,2018년 8월 10일,1,잘안된다고하는분들은뭐가문제실까? 전 말도잘알아듣고 신세계라서 거실에도한대더 설치합니다~~ 재밌네요ㅋㅋ
토마토나라,1,2018년 8월 21일,3,"밤에 잘때 낮은볼륨에서 노래마다 소리크기가 달라서 짜증나네요 볼륨 일정하게 유지하게 좀 해줬음좋겠네요 그리고 노래에 비해 지니목소리가 
작네요 볼륨조정 개별로 가능하게 해주세요"
Jiae Park,2,2018년 8월 3일,1,계속 로그인 풀려 귀찮게 그리고 언젠가부터 어플아이콘에 알림1이 떠있는데 거슬려죽겠네 다들어가봐도 1이 안없어지지왜
Google 사용자,4,2018년 7월 28일,1,다른건 좋은데 음성 성별 바꿀 수 있는 설정이 없네요. 제가 못 찾는건지... 무조건 디폴드값인 여성 목소리만 들어야 하는 부분?
꿈틀틀,1,2018년 7월 29일,1,블루투스로 연결도안되고 연결하려고하면 앱이종료되는 오류가있는데 이럴거면 어플로 왜만든지모르겠다
알콩파파,1,2018년 7월 21일,2,기기 인증안됨 진짜 10만원짜리 쓰레기를 샀네요 ㅠ
L.J.H,1,2018년 8월 11일,1,아지 ㅈ 같은게 케이톡 실수로 누르면 안나가짐 ㅋㅋㅋ
JaeKwang Kim,1,2018년 9월 4일,0,KT새기들 수준이 이정도지뭐
김동건,1,2018년 7월 31일,2,인증도 안되는 쓰레기앱
아반떼마니아,2,2018년 8월 1일,1,3세이용이면서12세안되나~
Google 사용자,1,2018년 7월 18일,1,대표자 인증이 안됨..인증 진행이 원활하지 않은데 왜그렇죠?
Guarana Energy,1,2018년 8월 17일,0,개인정보 엄청 쳐먹으시네요.
Google 사용자,5,2018년 8월 26일,0,넘좋아용.
허연문,5,2018년 9월 4일,0,좋아요
Google 사용자,4,2018년 10월 4일,0,좋아요
Google 사용자,5,2018년 7월 27일,0,만족
Google 사용자,3,2018년 10월 22일,0,굿
ONCE나연,1,2018년 7월 13일,4,"아니 이거 긱케랑 페어힝은 되는데 왜 행드폰으로 조작이안도지? 하...화가나네요 진짜로 모드변경도 핸드폰으로 안되지 노래도 틀어달라해도 
안틀어지지... 뭐가문제인가요?? 일좀 똑바로 하죠 😡😡😡😡😡"
YOUNGHAN KIM,5,2018년 7월 8일,1,JW.라이브는공식홈페이지이무로 어플은무슨일이 있어도닫지마세요
Monica Min,3,2018년 7월 13일,2,기가 지니로 내가 원하는 음악 듣기 위해 말하다가 화가 날 가능성도 있습니다.
빌티,2,2018년 7월 5일,3,라디오에서 mbc fm 다시 생겼으면 좋겠어요
Choi Hyeongi,2,2018년 7월 8일,0,라디오 채널좀 늘려주세요 제발
hwang bin Yim,1,2018년 7월 12일,2,음성 인식이 안됨
라상봉,5,2018년 7월 17일,0,좋.아.요
연하늘,3,2018년 6월 7일,6,"지니뮤직을 많이사용합니다. 지니lte와 tv모두사용중인데요.. 회사에서 lte로모두함께듣는데 재생목록추가/삭제가되지않으니 영 
불편하네요ㅜㅜ 블투보다는 직접나오는게 뭔가 음질이 더 좋은것같은데 블투로만사용하니.. 이건 10만원짜리 인공지능(은 사용하지도않는) 
블루투스 스피커를 구매한기분입니다. 지니어플에서 꼭 조작해야한다면 정말정말 재생목록만이라도 어떻게좀 안될까요?ㅜㅠ"
Tae Hoon Kim,3,2018년 7월 5일,3,"지니 귓구멍좀 뚫어줘요 불러도 대답을 잘 안함 ""지니야"" 발음이 안 좋은지...아니면 이름을 글로 적어서 내가 원하는 이름으로 이용 
가능하게 패치해주세요"
Butter Fari,3,2018년 6월 16일,2,딸 휴대폰에 어플 깔고 사용 하려는데 미성년자라고 다른방법으로 사용하라는데 방법을 알려주든지 해야지 방법을 알려주세요
Seung Kim,3,2018년 6월 30일,0,"앱구동후에 텍스트로 명령시 한영전환이 안되서 불편합니다. 무조건 앱 구동전 키보드 한영 상태가 고정이라 변환이 필요할땐 앱을 죽이고 
변환한다음 재구동을 해야 하네요. 왜 이렇게 만든거죠?"
Cn,1,2018년 6월 6일,11,"지니뮤직 쓰기 완전 불편. TV 안켜고 기가지니 앱으로만 쓰려면 마이앨범 담거나 좋아요 해야만 하고. 음성으로 내 플레이리스트 들을려면 
좋아요 한 것만 가능하고. 웃긴건 좋아요 한것들은 업데이트하려면 곡마다 일일이 마이앨범 담거나 좋아요 누르거나 취소해야함. 기본적인 
기능조차 없는데 뭔놈의 인공지능이야...? 지니뮤직 연동해서 만들 생각이었으면 최소한 기본재생명령어에 셔플재생(랜덤), 맨 마지막곡 
등은 기본이고 노래들을 때 가장 기본인 재생목록을 불러올 수 있도록해야지. 지니뮤직 재생목록 재생시키면 되는걸 왜 마이앨범이랑 좋아...전체 리뷰"
김민영,3,2018년 6월 19일,1,왜 버스정류장을 등록 후 질문을했는데 계속등록하라고 하는거죠 ?
조용완,5,2018년 6월 27일,0,제가 사용중인 휴대폰이 LG-X100 스마트폴더 폰인데 기가지니앱과 기가지니셋톱간 연동이 가능한가요?
이찬웅,1,2018년 6월 16일,2,기가지니2 인증이 안됩니다 auth1007 오류가 뭔가요?
jieun199,2,2018년 6월 12일,0,인증 지금 몇번째인지 모르겠어요...왜 안될까요
