,company,section,title,publish_datetime,final_datetime,text,url
52,디지털타임스,IT,마블 입은 `AI 스피커`… 아이돌 영상도 보여주네?,2019-04-25 17:40:00,2019-04-25 17:40:00,디스플레이 탑재 U AI어벤져스 네이버 플랫폼 클로바 적용도 LG유플러스가 마블 히어로 캐릭터가 들어있는 보여주는 AI 스피커 개발을 위해 한국 지사인 월트디즈니 컴퍼니 코리아와 마블 IP 지적 재산권 라이선스 계약을 체결했다. LG유플러스 모델이 LG유플러스와 마블의 협력을 홍보하고 있다.  LG유플러스 제공  LG유플러스가 올해 영화 중 최대 기대작인 어벤져스4엔드게임이 개봉하는 시점에 맞춰 몰입형 디스플레이를 탑재한 차세대 AI 인공지능 스피커 UAI어벤져스를 출시한다.  LG유플러스는 전 세계적으로 인기를 얻고 있는 마블 캐릭터를 보유하고 있는 월트디즈니 컴퍼니의 한국 지사인 월트디즈니 컴퍼니 코리아와 마블 IP 지적 재산권 라이선스 계약을 최근 체결했다. 새로운 형태의 AI스피커 출시를 위해 국내에서 사랑 받고 있는 캐릭터인 아이언맨 헐크 토르 캡틴 아메리카 등 마블 IP를 적극 활용한다는 계획이다.  기존 AI스피커가 음성인식을 기반으로 음악 듣기 날씨 라디오 등 청각적인 재미를 제공했다면 신제품은 생동감 있는 마블의 3D 캐릭터를 활용 시각적인 만족감을 제공할 것으로 기대된다. 자신이 좋아하는 마블 캐릭터를 AI스피커 디스플레이 대기화면에 설정해 감상할 수 있으며 마블 관련 퀴즈 서비스를 통해 캐릭터를 수집할 수 있어 기존의 AI스피커가 제공하지 못했던 새로운 재미를 선사한다. 또한 아이돌 멤버의 생방송 중 카메라별 멤버별 영상을 제공하는 U아이돌라이브와 같은 LG유플러스의 영상 컨텐츠 서비스도 함께 제공될 예정이다. LG유플러스는 UAI어벤져스가 마블 히어로의 콜라보로 마블의 캐릭터를 사랑하는 팬들에게 반드시 소장해야 하는 AI스피커로 자리매김할 것으로 기대된다. UAI어벤져스에는 네이버의 AI 플랫폼 클로바가 탑재된다. LG유플러스는 네이버와 제휴를 맺고 네이버 AI 플랫폼 클로바가 탑재된 프랜즈 프랜즈미니 등의 AI스피커와 IPTV 셋탑박스 등 총 285만대의 디바이스에 AI 서비스를 제공하고 있다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=105&oid=029&aid=0002516159
53,아이뉴스24,IT,마블 히어로가 AI스피커로…U+AI_어벤져스 출시,2019-04-25 17:40:00,,3D 캐릭터가 디스플레이에서 정보 제공 아이뉴스24 도민선 기자 마블 히어로의 팬들이 반길 인공지능 AI 스피커가 나왔다. LG유플러스 대표 하현회는 영화 어벤져스4엔드게임의 개봉에 맞춰 몰입형 디스플레이를 탑재한 차세대 AI스피커인 UAI어벤져스를 출시한다고 25일 발표했다. LG유플러스는 전 세계적으로 인기를 얻고 있는 마블 캐릭터를 보유하고 있는 월트디즈니 컴퍼니의 한국 지사인 월트디즈니 컴퍼니 코리아와 마블 지식재산권 IP 라이선스 계약을 최근 체결했다. 새로운 형태의 AI스피커 출시를 위해 국내에서 사랑 받고 있는 캐릭터인 아이언맨 헐크 토르 캡틴 아메리카 등 마블 IP를 적극 활용한다는 계획이다.  출처LG유플러스 기존 AI스피커가 음성인식을 기반으로 음악 듣기 날씨 라디오 등 청각적인 재미를 제공했다면 신제품은 생동감 있는 마블의 3D 캐릭터를 활용 시각적인 만족감을 제공한다. 이용자가 좋아하는 마블 캐릭터를 AI스피커 디스플레이 대기화면에 설정해 감상할 수 있으며 마블 관련 퀴즈 서비스를 통해 캐릭터를 수집할 수 있다. 또한 아이돌 멤버들의 생방송 중 카메라별 멤버별 영상을 제공하는 U아이돌라이브 Live와 같은 LG유플러스의 영상 컨텐츠 서비스도 함께 제공될 예정이다. LG유플러스는 지난달 MWC 2019에서 디스플레이가 탑재된 고음질의 원통형 AI 스피커를 공개 입체감 있고 보다 생동감 있는 표현력으로 관람객들로부터 호평을 받은 바 있다. UAI어벤져스에는 네이버의 인공지능 플랫폼 클로바가 탑재된다. LG유플러스는 네이버와 제휴를 맺고 네이버 인공지능 플랫폼 클로바가 탑재된 프랜즈 프랜즈미니 등의 AI스피커와 IPTV 셋탑박스 등 총 285만대의 디바이스에 AI서비스를 제공하고 있다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=105&oid=031&aid=0000485988
54,뉴스1,IT,"""클로바, 택시 불러줘""…LGU+, 중증장애인 이동권 AI로 보장",2019-04-25 17:40:00,,LG유플러스가 AI기반 장애인 전용 서비스를 5일 출시했다.  LGU 제공 © 뉴스1  서울뉴스1 김일창 기자  LG유플러스가 척수장애인 및 중증 지체장애인의 생활편의를 지원하기 위해 인공지능 AI기반 장애인 전용 서비스를 5일 출시했다. 이 서비스는 Δ장애인 콜택시 호출 Δ교통약자용 지하철정보 확인 서비스가 우선적으로 제공된다. LG유플러스는 추후 위급상황에서 활용할 수 있는 119 문자신고 서비스 출시를 통해 지체장애인 134만명의 삶의 질을 높일 계획이다. 장애인 콜택시 호출 서비스는 네이버 클로바 애플리케이션 앱의 스킬 스토어 메뉴에서 계정 연동 후 이용할 수 있다. 장애인 콜택시 호출은 서울시설공단 장애인 콜택시 앱에서 사용중인 계정으로 로그인하면 된다.이용자는 클로바 장애인 콜택시 불러줘라고 AI스피커에 얘기해 간단히 콜택시를 호출할 수 있다. 미리 등록해 놓은 목적지 최근 목적지 중 원하는 메뉴를 말해 목적지를 선택하면 콜택시가 접수된다.  이와 함께 콜택시 대기자수를 안내해주고 미세먼지 정보를 알려주기도 한다. 배차가 된 경우 택시 도착 예정시간도 확인 가능하다. 지하철 역사 내 교통약자 편의시설 정보도 음성으로 쉽게 확인할 수 있다. 교통약자용 지하철정보 확인 서비스는 클로바 플랫폼이 탑재된 AI스피커에 클로바 지하철정보에서 신용산역 알려줘라고 말하면 역사 내 Δ지상 엘리베이터 위치 및 작동 여부 Δ장애인 화장실 위치 Δ전동휠체어 급속 충전기 위치를 알려준다.  이외에도 출시 예정인 119 문자신고는 응급상황 시 AI스피커 및 네이버 클로바 앱을 통해 119 신고해줘라고 말하면 소방청 보호자에게 신고 메시지가 전달돼 위급 상황을 빠르게 알릴 수 있는 서비스다. 한편 LG유플러스는 보다 많은 지체장애인들이 AI스피커를 활용해 편리하고 안전하게 생활할 수 있도록 서울시설공단과 함께 AI스피커 보급사업을 추진한다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=105&oid=421&aid=0003863365
55,연합뉴스,IT,"LGU+, 마블 히어로 캐릭터 적용 AI스피커 출시",2019-04-25 17:40:00,,서울연합뉴스 최현석 기자  LG유플러스는 어벤져스4엔드게임 개봉 시점에 맞춰 몰입형 디스플레이를 탑재한 차세대 인공지능 AI 스피커인 UAI어벤져스를 출시한다고 25일 밝혔다.  UAI어벤져스에는 네이버의 인공지능 플랫폼 클로바가 탑재된다.LG유플러스는 마블 캐릭터를 보유한 월트디즈니 컴퍼니의 한국 지사인 월트디즈니 컴퍼니 코리아와 마블 지적 재산권 IP 라이선스 계약을 최근 체결했다.LG유플러스는 새로운 형태의 AI스피커 출시를 위해 아이언맨 헐크 토르 캡틴 아메리카 등 마블 IP를 적극 활용할 계획이다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=105&oid=001&aid=0010715359
56,조선비즈,IT,네이버랑 손잡은 LG유플러스...합병하는 CJ헬로는 카카오랑 손잡아,2019-04-25 17:40:00,,CJ헬로가 인공지능 AI플랫폼으로 카카오를 선택하면서 LG유플러스와의 분위기가 애매해졌다. CJ헬로를 인수할 예정인 LG유플러스는 카카오 경쟁사인 네이버의 AI플랫폼을 쓰기 때문이다. 일각에서는 인수합병에는 영향이 없고 실무진들이 귀찮은 정도의 해프닝으로 내다봤다. CJ헬로는 헬로TV에 카카오 AI플랫폼을 적용했다. CJ헬로 제공 27일 통신업계에 따르면 CJ헬로는 헬로TV에 카카오 AI플랫폼을 적용했다. 헬로TV에 카카오 AI스피커만 연동시키면 음성명령 등을 통해 서비스 이용이 가능하다. 별도 서비스 가입이 필요없다. 하지만 CJ헬로를 인수할 예정인 LG유플러스의 스마트홈 서비스 ‘U우리집AI’는 네이버 AI플랫폼 ‘클로바’가 기반이다. CJ헬로가 네이버 경쟁사인 카카오 AI플랫폼을 도입하면서 인수합병 전 분위기가 애매해질 수 있다는 게 업계 반응이다. 현재 LG유플러스는 CJ헬로 지분 인수를 위한 인가 신청서를 과학기술정보통신부에 제출한 상태다. 통신업계 관계자는 물론 인수합병이 확정되기 전부터 CJ헬로와 카카오가 계약을 했겠지만 LG유플러스와 CJ헬로의 인수합병 전이라 살짝 분위기가 애매해질 수는 있다며 인수합병 후 AI 담당 실무진들이 조금 귀찮은 정도의 해프닝으로 볼 수 있다고 말했다. CJ헬로는 카카오와 계약을 맺은 것은 지난해 12월이고 인수합병 얘기가 나오기 전부터 AI플랫폼 업체들을 모색해왔다고 설명했다. CJ헬로 측은 인수합병 얘기가 나오기 전부터 협력할 AI플랫폼 업체들을 찾아왔다며 특히 카카오는 인수가 결정되기 전인 지난해 12월 계약을 맺었다. 카카오와의 남은 계약기간 등을 고려하면 인수합병시 바로 네이버 AI플랫폼을 쓰기에는 좀 애매한 상황이라고 설명했다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=105&oid=366&aid=0000430155
57,데일리안,IT,LGU+ ‘U+AI_어벤져스’ AI스피커 출시,2019-04-25 17:40:00,,LG유플러스는 25일 마블 히어로 캐릭터 AI스피커 개발을 위해 월트디즈니 컴퍼니의 한국 지사인 월트디즈니 컴퍼니 코리아와 마블 IP 지적 재산권 라이선스 계약을 체결했다. ⓒ LGU아이언맨 캡틴 아메리카 등 마블 히어로 캐릭터 활용  LG유플러스는 올해 영화 중 최대 기대작인 ‘어벤져스4엔드게임’이 개봉하는 시점에 맞춰 몰입형 디스플레이를 탑재한 차세대 인공지능 AI 스피커인 ‘UAI어벤져스’를 출시한다고 25일 밝혔다. LG유플러스는 전 세계적으로 인기를 얻고 있는 ‘마블’ 캐릭터를 보유하고 있는 월트디즈니 컴퍼니의 한국 지사인 월트디즈니 컴퍼니 코리아와 마블 IP 지적 재산권 라이선스 계약을 최근 체결했다. 새로운 형태의 AI스피커 출시를 위해 국내에서 사랑 받고 있는 캐릭터인 아이언맨 헐크 토르 캡틴 아메리카 등 마블 IP를 적극 활용할 계획이다. 사용자는 자신이 좋아하는 마블 캐릭터를 AI스피커 디스플레이 대기화면에 설정하여 감상할 수 있으며 마블 관련 퀴즈 서비스를 통해 캐릭터를 수집할 수 있게 됐다. 또한 아이돌 멤버들의 생방송 중 카메라별 멤버별 영상을 제공하는 ‘U아이돌Live’와 같은 LG유플러스의 영상 콘텐츠 서비스도 함께 이용할 수 있을 전망이다.  LG유플러스는 MWC 2019에서 디스플레이가 탑재된 고음질의 원통형 AI 스피커를 공개 입체감 있고 보다 생동감 있는 표현력으로 관람객들로부터 호평을 받은바 있다. UAI어벤져스에는 네이버의 인공지능 플랫폼 클로바가 탑재된다. 한편 LG유플러스는 네이버와 제휴를 맺고 네이버 AI 플랫폼 클로바가 탑재된 ‘프랜즈’ ‘프랜즈미니’ 등의 AI스피커와 IPTV 셋탑박스 등 총 285만대의 디바이스에 AI서비스를 제공하고 있다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=105&oid=119&aid=0002318812
58,헤럴드경제,경제,서울시 ‘박원순 제로페이’ 구하기 안간힘,2019-04-25 17:40:00,,네이버와 협업 제로페이 QA 서비스 개시인공지능 플랫폼 ‘클로바’ 서울시 제공 헤럴드경제최원혁 기자 서울시가 박원순 시장 공약사항으로 엄청난 예산과 인력 행정력을 투입해도 살아나지 않는 제로페이를 살리기 위해 안간힘을 쏟고 있다. 서울시는 제로페이 이용 편의를 높이기 위해 네이버와 협업해 ‘제로페이 QA 서비스’를 시작했다. 이용방법은 간단하다. 네이버 검색창에 ‘제로페이 서울’ 또는 ‘서울’을 검색한 후 ‘제로페이 문의’ 버튼을 클릭해 챗봇과 연결되면 궁금한 점을 질문하면 된다.  스마트 스피커를 이용하려면 인공지능 플랫폼 ‘클로바’가 탑재된 스피커를 향해 ‘헤이 클로바 제로페이 시작해줘’ 또는 ‘헤이 클로바 제로페이 열어줘’라고 호출한 뒤 질문하면 된다.  서울시는 제로페이 홈페이지 콜센터 등을 통해 시민들이 자주 문의하는 질문을 챗봇과 스마트 스피커에 적용했다.  새롭게 추가되는 제로페이 혜택뿐만 아니라 시민들이 주로 묻는 질문 답변하지 못한 질문 등에 대한 분석 작업을 거친 후 QA 시스템을 보완하고 지속적으로 업데이트해 편의성을 높인다는 계획이다.  서울시는 제로페이를 활성화 시키기 위해 법인카드를 제로페이로 사용하게 하는 방안을 추진하고 있다. 이를 위해 구청 담당직원들까지 시로 불러 교육을 시키는 등 제로페이 활성화를 위해 총력을 동원하고 있다. 교육을 다녀온 담당자들은 법인카드로 제로페이를 이용하게 되면 매일 오후 1시 30분까지 결제한 금액을 매일 정산해야만 해 기존 한달에 한번 정산하는 것과 비교하면 엄청나게 일이 늘어난다고 불만을 토로하고 있다. 또 공무원들에게 지급되는 복지포인트 20만 포인트 20만원를 제로페이로 결제하게 강제하고 있다. 박원순 서울시장은 “서울지역 제로페이 가맹점 10만호점 돌파로 시민들이 제로페이를 이용할 수 있는 곳이 많아 졌지만 제로페이 이용방법이 익숙하지 않아 사용하지 못하는 시민들을 위해 이번 시스템을 도입하게 됐다”며 “네이버 챗봇과 스마트 스피커를 활용해 많은 시민들이 제로페이에 대한 궁금증을 실시간으로 해결하고 제로페이 가맹점에서 편리하게 결제하길 바란다”고 말했다. 한편 제로페이 가맹점은 네이버지도에서 ‘제로페이’ 또는 ‘제로페이 가맹점’으로 검색하면 확인할 수 있다. 가맹점 가입 순으로 네이버 지도에 지속적으로 업데이트될 예정이다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=016&aid=0001524092
59,ZDNet Korea,IT,"LG유플러스, AI 서비스로 장애인 생활편의 높인다",2019-04-25 17:40:00,,AI스피커로 콜택시 호출·지하철 정보 확인…119문자 서비스도 추가 예정  지디넷코리아선민규 기자LG유플러스 대표 하현회가 ICT를 활용해 척수장애인 및 중증 지체장애인의 생활편의를 지원하는 AI 인공지능 기반 장애인 전용 서비스를 선보인다고 5일 밝혔다. LG유플러스는 장애인 콜택시 호출 교통약자용 지하철 정보 확인 AI 서비스를 먼저 선보인다. 추후에는 위급상황에서 활용할 수 있는 119 문자 신고 서비스도 추가할 계획이다. 장애인 콜택시 호출 서비스는 네이버 클로바 앱 내 ‘스킬 스토어’ 메뉴에서 계정 연동 후 이용할 수 있다. 장애인 콜택시 호출은 서울시설공단 장애인 콜택시 앱에서 사용 중인 계정으로 로그인하면 된다. LG유플러스가 지체장애인의 생활편의를 지원하기 위해 AI 인공지능기반 장애인 전용 서비스를 선보인다고 5일 밝혔다. 사진LG유플러스 이용자는 “클로바 장애인 콜택시 불러줘”라는 음성명령으로 간단하게 콜택시를 호출할 수 있다. 미리 등록해 놓은 목적지 최근 목적지 중 원하는 메뉴를 말해 목적지를 선택하면 콜택시가 접수된다. 배차된 경우 택시 도착 예정 시간도 알려준다. 지하철 역사 내 교통약자 편의시설 정보도 쉽게 확인할 수 있다. 교통약자용 지하철 정보 확인 서비스는 클로바 플랫폼이 탑재된 AI 스피커에 “클로바 지하철 정보에서 역정보 알려줘”라고 말하면 수도권 19호선 역사 내 지상 엘리베이터 위치 및 작동 여부 장애인 화장실 위치 전동휠체어 급속 충전기 위치를 알려준다. LG유플러스는 향후 119 문자 신고 서비스도 제공할 방침이다. 119 문자 신고 서비스는 응급상황 시 AI 스피커 및 네이버 클로바 앱을 통해 “119 신고해줘”라고 말하면 소방청 보호자에게 신고 메시지가 전달돼 위급 상황을 빠르게 알릴 수 있는 서비스다. 최원혁 LG유플러스 AIoT상품2담당은 “지체장애인이 일상생활에서 가장 불편하고 도움이 필요한 점을 설문 조사를 했더니 이동과 위급상황 대처에 가장 큰 어려움을 겪고 있는 것으로 나타났다며 “이러한 불편함을 해결하고자 음성으로 간단히 이용할 수 있는 지체장애인 전용 AI 서비스를 기획하게 됐다”고 설명했다. 한편 LG유플러스는 서울시설공단과 함께 지체장애인 대상 AI 스피커 보급사업도 추진한다. 지원 대상은 장애인 콜택시 회원 300명으로 장애 정도와 콜택시 이용 빈도 등을 고려해 대상을 선정한다. 신청은 오는 22일까지 서울시설공단 홈페이지를 통해 가능하다. 대상자 선정 및 AI 스피커 보급은 오는 4월 장애인의 달에 맞춰 진행된다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=105&oid=092&aid=0002157431
60,문화일보,경제,택시 호출하고 지하철정보 확인… AI로 장애인 불편 해소,2019-04-25 17:40:00,,LGU 클로바 연계 서비스 교통약자 음성명령 편의 지원 LG유플러스가 척수장애인과 중증 지체장애인을 위해 콜택시 호출 서비스 사진 지하철정보 확인 인공지능 AI 서비스 등을 5일 선보였다. 콜택시 호출 서비스는 음성명령으로 서울시설공단의 장애인 콜택시를 쉽게 부를 수 있다. 네이버 인공지능 플랫폼 클로바가 탑재된 스마트홈 서비스 ‘U우리집AI’ 및 클로바 애플리케이션이 설치된 스마트폰에서 이용할 수 있다. 예를 들어 “클로바 장애인 콜택시 불러줘”라고 AI 스피커에 얘기하면 콜택시가 호출된다. 미리 등록해 놓은 목적지 최근 목적지 중 원하는 메뉴를 말해 목적지를 선택하면 콜택시가 접수된다. 이와 함께 콜택시 대기자 수를 안내해주고 미세먼지 정보도 알려준다. 지하철 역사 내 교통약자 편의시설 정보도 음성으로 쉽게 확인할 수 있다. 편의시설 정보는 서울교통공사와 제휴를 맺고 제공한다. 교통약자용 지하철정보 확인 서비스는 클로바 플랫폼이 탑재된 AI 스피커에 “클로바 지하철정보에서 00역 알려줘”라고 말하면 수도권 19호선 역사 내 △지상 엘리베이터 위치 및 작동 여부 △장애인 화장실 위치 △전동휠체어 급속 충전기 위치 등을 알려준다. 이외에도 출시 예정인 119 문자신고 서비스는 응급상황 시 AI 스피커 및 네이버 클로바 앱을 통해 “119 신고해줘”라고 말하면 소방청 보호자에게 신고 메시지가 전달돼 위급 상황을 빠르게 알릴 수 있다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=021&aid=0002383409
61,뉴스1,IT,아이언맨·헐크 AI스피커 나온다…LGU+ 내달 출시,2019-04-25 17:40:00,,LG유플러스 모델이 영화 캐릭터를 활용한 AI스피커를 홍보하고 있다 LG유플러스 제공© 뉴스1  서울뉴스1 이수호 기자  LG유플러스가 아이언맨 헐크 등 어벤져스 등장인물을 형상화한 인공지능 AI 스피커를 4월부터 출시한다고 25일 밝혔다.  LG유플러스는 월트디즈니코리아와 마블 캐릭터에 대한 지적 재산권 IP 라이선스 계약을 체결하고 마블 캐릭터 디자인을 활용한 UAI어벤져스를 출시한다.  이 제품은 네이버의 인공지능 플랫폼 클로바가 탑재되며 기존 음성인식만 하던 스피커와 달리 전면에 소형 디스플레이가 장착돼 보는 스피커로 구현한 것이 특징이다.  자신이 좋아하는 마블 캐릭터를 AI스피커 디스플레이 대기화면에 설정해 감상할 수 있으며 마블 관련 퀴즈 서비스를 통해 캐릭터를 수집할 수도 있다.  아울러 아이돌 멤버들의 생방송 중 카메라별 멤버별 영상을 제공하는 U아이돌라이브와 같은 LG유플러스의 영상 콘텐츠 서비스도 함께 제공될 예정이다. LG유플러스 관계자는 UAI어벤져스는 마블 히어로의 콜라보로 마블의 캐릭터를 사랑하는 팬들에게 반드시 소장해야 하는 AI스피커로 자리매김할 것이라고 설명했다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=105&oid=421&aid=0003898755
62,SBS,사회,AI 스피커로 장애인 콜택시 부른다…호출 서비스 개시,2019-04-25 17:40:00,,서울시설공단은 5일 AI 인공지능 스피커를 이용한 장애인 콜택시 호출 서비스를 시작한다고 밝혔습니다. 이 서비스는 스마트폰과 함께 네이버의 AI 플랫폼 클로바를 탑재한 스피커나 LG유플러스 Uv 셋톱박스가 있어야 이용할 수 있습니다. 이용자가 AI 스피커에 클로바 장애인 콜택시 불러줘라고 말하면 호출이 접수됩니다. AI 스피커는 대기자 수와 미세먼지 정보를 알려주고 배차된 경우에는 택시 도착 예정시간도 제공합니다. 서비스를 이용하려면 서울시설공단 콜센터 ☎ 15884388로 전화해 회원 등록을 하고 클로바 앱을 스마트폰에 설치한 뒤 장애인 콜택시 계정을 연동해야 합니다. 공단은 LG유플러스와 함께 서비스 개시에 맞춰 이용 고객 300명에게 AI 스피커를 무료로 제공합니다. 22일까지 이메일과 문자 메시지로 신청을 받은 뒤 장애 정도와 콜택시 이용 빈도 등을 고려해 대상자를 선정할 예정입니다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=102&oid=055&aid=0000714629
63,국민일보,경제,"LG유플, 장애인 콜택시 음성 호출 서비스",2019-04-25 17:40:00,,AI 스피커·스마트폰으로 쉽게 부를 수 있어 LG유플러스는 5일 척수장애인과 중증 지체장애인을 위한 콜택시 음성 호출 서비스를 선보였다 사진.  콜택시 음성 호출 서비스는 인공지능 AI 스피커나 스마트폰에 음성명령을 내려 서울시설공단의 장애인 콜택시를 쉽게 부를 수 있게 한다. 네이버 AI 플랫폼 클로바가 탑재된 스피커 ‘U우리집AI’ 또는 클로바 애플리케이션이 설치된 스마트폰으로 이용할 수 있다. 예컨대 “클로바 장애인 콜택시 불러줘”라고 AI 스피커나 스마트폰에 얘기하면 콜택시가 호출된다. 미리 등록해 놓은 목적지와 최근 목적지 중 원하는 메뉴를 말해 목적지를 선택할 수도 있다. 콜택시 대기자 수와 미세먼지 정보도 알려준다.  아울러 LG유플러스는 지하철 역사 내 교통약자 편의시설 정보도 제공한다. 클로바 플랫폼이 탑재된 AI 스피커에 “클로바 지하철정보에서 ○○역 알려줘”라고 말하면 수도권 19호선 역사 내 ‘지상 엘리베이터 위치 및 작동 여부’ ‘장애인 화장실 위치’ ‘전동휠체어 급속 충전기 위치’ 등을 알려준다. 또 출시 예정인 ‘119 문자신고 서비스’는 응급상황 시 AI 스피커 및 네이버 클로바 앱에 “119 신고해줘”라고 말하면 소방청 보호자에게 신고 메시지가 전달돼 위급 상황을 빠르게 알릴 수 있다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=005&aid=0001178282
64,파이낸셜뉴스,IT,"LG유플러스, 장애인 생활편의 돕는 AI 서비스 출시",2019-04-25 17:40:00,,LG유플러스는 정보통신기술 ICT을 통해 장애인을 돕는 행복한 나라 만들기 프로젝트 일환으로 척수장애인과 중증 지체장애인의 생활편의를 지원하기 위해 인공지능 AI 기반 장애인 전용 서비스를 선보인다고 5일 밝혔다.LG유플러스 모델이 장애인 생활편의를 돕는 AI 서비스 출시를 홍보하고 있다. LG유플러스 제공LG유플러스는 장애인의 생활편의를 돕는 △장애인 콜택시 호출 △교통약자용 지하철정보 확인 AI 서비스를 먼저 선보인다. 추후에는 위급상황에서 활용할 수 있는 119 문자신고 서비스 출시를 통해 지체장애인 134만명의 삶의 질을 높일 계획이다. 최원혁 LG유플러스 AIoT상품2담당은 서비스 출시에 앞서 지체장애인이 일상생활에서 가장 불편하고 도움이 필요한 점을 설문조사를 했더니 신체적 불편함으로 인해 이동과 위급상황 대처에 가장 큰 어려움을 겪고 있는 것으로 나타났다며 이러한 불편함을 해결하고자 음성으로 간단히 이용할 수 있는 지체장애인 전용 AI 서비스를 기획하게 됐다고 설명했다. 장애인 콜택시 호출 서비스는 네이버 클로바 애플리케이션 앱의 스킬 스토어 메뉴에서 계정 연동 후 이용할 수 있다. 장애인 콜택시 호출은 서울시설공단 장애인 콜택시 앱에서 사용중인 계정으로 로그인하면 된다. 이를 통해 이동에 불편함을 느꼈던 장애인은 콜택시 호출 서비스를 통해 음성명령으로 간편하게 서울시설공단의 장애인 콜택시를 부를 수 있다. 이 서비스는 네이버 AI 플랫폼 클로바가 탑재된 스마트홈 서비스 U우리집AI와 클로바 앱이 설치된 스마트폰에서 이용 가능하다. 지하철 역사 내 교통약자 편의시설 정보도 음성으로 쉽게 확인할 수 있다. 편의시설 정보는 서울교통공사와 제휴를 맺고 제공한다. 이 외에도 출시 예정인 119 문자신고는 응급상황 시 AI스피커와 네이버 클로바 앱을 통해 119 신고해줘라고 말하면 소방청 보호자에게 신고 메시지가 전달돼 위급 상황을 빠르게 알릴 수 있다. 한편 LG유플러스는 보다 많은 지체장애인들이 AI 스피커를 활용해 편리하고 안전하게 생활할 수 있도록 서울시설공단과 함께 AI스피커 보급사업을 추진한다. 지원 대상은 장애인콜택시 회원 300명으로 장애 정도와 콜택시 이용 빈도 등을 고려해 선정한다. 신청은 오는 22일까지 서울시설공단 홈페이지 공지사항을 참고해 접수하면 된다. 대상자 선정과 AI 스피커 보급은 오는 4월 장애인의 달에 진행될 예정이다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=105&oid=014&aid=0004187310
65,매일경제,경제,"LGU+, 마블히어로 품은 AI스피커 `U+AI_어벤져스` 개발",2019-04-25 17:40:00,,LG유플러스는 마블히어로 캐릭터가 들어있는 보여주는 AI스피커 개발을 위해 월트디즈니 컴퍼니의 한국 지사인 월트디즈니 컴퍼니 코리아와 마블 IP 지적재산권 라이선스 계약을 체결했다. 사진제공  LG유플러스  LG유플러스는 어벤져스4엔드게임이 개봉하는 시점에 맞춰 몰입형 디스플레이를 탑재한 차세대 AI스피커인 UAI어벤져스를 출시한다고 25일 밝혔다. LG유플러스는 최근 마블 캐릭터를 보유하고 있는 월트디즈니 컴퍼니의 한국지사 월트디즈니 컴퍼니 코리아와 마블 IP 지적재산권 라이선스 계약을 체결했다. 새로운 형태의 AI스피커 출시를 위해 국내에서 사랑 받고 있는 캐릭터인 아이언맨 헐크 토르 캡틴 아메리카 등 마블 IP를 적극 활용한다는 계획이다. UAI어벤져스에는 네이버의 인공지능 플랫폼 클로바가 탑재된다. LG유플러스는 네이버와 제휴를 맺고 네이버 인공지능 플랫폼 클로바가 탑재된 프랜즈 프랜즈미니 등의 AI스피커와 IPTV 셋탑박스 등 총 285만대의 디바이스에 AI서비스를 제공하고 있다.,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=009&aid=0004325726
66,스포츠경향,,,,,,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=106&oid=144&aid=0000601764
