name,ratings,date,helpful vote,comment
신선재,1,2019년 4월 9일,1,sk텔레콤 사용자로 flo한달에 300회 듣기 잘 사용하고 있었는데 아리 답변이 누구앱에서 flo앱과 연결해야 음악을 들을수 있다고 나옵니다. 계속 로그인하는데도 동일하네요. 로그인만 20번은 한듯요
dawoon jung,5,2019년 4월 4일,0,스피커로 전화 기능은 처음 써보는데 생각보다 음질이좋네요 ㅋㅋ스피커폰이라 편한것같아요
유바나나우,1,2019년 4월 6일,8,제가 아까전에 로그인 하려고 해서 로그인까지 다 됐는데 나갔다 오니깐 다시 로그인을 하라고 하네요 오류인가요? 아까 했던 같은 이메일로 했는데 이미있다고 하네요
Suyeon Choi,5,2019년 4월 6일,2,무드등 켜놓는데 업데이트를 수시로 하니까 자꾸 무드등이 꺼지네요 개불편
Sta ryu,5,2019년 4월 5일,4,한국에서 쓰기엔 AI 스피커중에 제일 좋습니다! 앞으로도 좋은 기능이 많이많이 추가되길 바랄게요!
최후남,5,2019년 4월 22일,0,차에 안드로이드 네비게이션을 달앗는데 호환되지않는 기계라고하네요ㅠ 혹시 안되나요?
김규태,2,2019년 4월 6일,0,"누구 초창기 버전 사용중인데 FLO,멜론 음량이 너무 큽니다. 1로 해도 너무커요"
천성호,5,2019년 4월 4일,0,다좋은데 멜론 계정 연결할려고 하는데 카카오 로그인이 없어서 불편합니다 빨리좀 만들어주세요
Sun Uoo Song,3,2019년 4월 5일,2,그냥 날씨 시간 미세먼지 확인용도 가끔가다 스피커 용도 볼륨이 크면 말소리 인식이 잘 안되요 좀 어려운 말은 잘 못알아듣구요 ㅎㅎ 그래도 그냥 저냥 쓸만합니다 아.핸드폰찾기 기능은 매우 좋습니다 ㅎㅎ
Spike Spiegel,1,2019년 4월 20일,0,업데이트 후 'btv에서 cgv 틀어줘' 처럼 채널명 말하면 인식 안되게 바뀜 업데이트 전까지만 해도 잘됐는데
전영권,5,2019년 5월 11일,0,편하게 사용할 수 있어서 좋아요
최인하,4,2019년 4월 14일,1,가끔 오류 말고는 유용하게 사용중입니다~
조영규,4,2019년 4월 6일,6,다 기능은 좋은데 인공지능 대화능력이 좀 부족 한 것 같네요 다른 기능은 완벽한 것 같습니다.
김원겸,2,2019년 4월 4일,1,업데이트이후 볼륨 최대 5까지밖에 안됨 ㅡㅡ 수정해주셈
강맹표,4,2019년 4월 14일,1,정말좋은데 바쁠때 발음조금틀린다고 연결안해주네요
김성용,5,2019년 4월 14일,0,여러모로 좋은데 한가지 제안하고싶어요....무드등 켜지고 꺼지는 시간을 설정했으면 좋겠어요...
hee juo Roh,4,2019년 1월 1일,1,버스 정보 어플리케이션과 연동하면 더 좋을 것같아요. 버스 어플리케이션에 우리집과 가장 가까운 버스 정류장을 설정해두면 굉장히 유용할것같아요. (ex. 아리야~ 1234번 버스 몇정거장 전이야? / 아리야 1234번 버스 몇분뒤에 도착해?) 이런 기능이 추가된다면 바쁜 아침 시간에 굉장히 우용할 것같습니다. 티맵이외에도 다른 어플리케이션과 함께 콜라보레이션 하여 사용자에게 더 많은 서비스를 제공한다면 인공지능 부분의 선두주자가 될 것 같습니다.
하바나오바마,5,2019년 2월 15일,12,다좋아요 다만 가장 큰 문제점이 있어요 누구 나오고 바로 사서 지금까지 사용하는데 모닝콜 소리만 따로 설정하는 기능은 대체 언제나오나요? 다른 기능은 다 만족하는데 알람때문에 저녁에 자기 전에 노래들으면서 자는데 항상 소리를 다시 키워놓고 자야해요.
김효실,4,2019년 2월 9일,7,아침에 일어나서 바로 텍스트명령이 작동하지 않는 건 업데이트 때문인지 고쳐졌어요. 자주 쓰는 명령에 대한 음성인식률도 좀 나아진 거 같구요. 나만의 Q&A를 저는 자주 사용하는데 질문을 텍스트로 하고 아리아가 음성으로 답하는 형식을 사용해서 AI가 명령없이 스스로 아이들에게 아침인사나 의견을 이야기하는 것처럼 쓰고 있어요. 아니면 티비꺼 티비소리줄여 같은 명령을 등록해서 텍스트로 보냄으로써 리모컨처럼 쓰기도 하구요. 그래서 나만의 Q&A나 텍스트명령 쪽을 조금더 여러면에서 디벨럽시켜주셨으면 좋겠어요. 그리고 나만의 Q&A를 따로 등...전체 리뷰
윤혜경,4,2019년 4월 5일,1,아이와 함께 사용하기 편해요
민현경,1,2019년 1월 16일,2,8일에 기기변경 후에 노래를 틀었는데 1분 듣기만 가능해서 고객센터측에 확인 요청드렸는데 12일까지 노래 서비스를 이용했다라고 말씀하시네요... 날짜하고 시간을 확인요청을 드렸지만 모른다며 그래서 어쩌라는 반응으로 배째는 대응을 받아 매우 기분이 나쁜 경험을 오늘 했습니다. 그쪽은 확인이 아니라 무조건 고객 잘못이고 자신들은 잘못이 없다라고만 하며 궁금해서 물어본 고객을 매도하는 언행으로 대응을 했습니다. 해당 사항에 매우 기분이 나빠 가족 전체가 어이 없어 하는 상황입니다. 개발자분 께 누구(인공지능 스피커)기기의 로그 요청과 플...전체 리뷰
정우종,3,2019년 3월 17일,7,"1. 명령어 인식 실패 후 타사 기기는 바로 다시 명령어를 말하면 되는데, 누구는 아리아를 다시 한번 불러야 합니다. 2. 조용한 노래 틀어줘. 조용한 피아노곡 틀어줘. 이런 명령어에 나오는 음악 리스트에 빠른비트 음악이 종종 나옵니다."
이서환,3,2019년 2월 22일,26,안녕하세요 누구미니 사용자입니다 미니의 장점이 배터리로 인한 휴대성인데 핫스팟 연결이 너무 불편하네요 2가지 불편사항 개선요청을 합니다 1. 휴대폰 핫스팟 사용시 휴대전화는 연결디바이스로 잡히지만 누구미니는 연동에 실패했다는 메세지만 반복하네요 2. 예전에는 음소거를 누루고 있으면 등이 회전하면서 잡아줬는데 지금은 녹색 대기모드로만 들어가 휴대전화 앱에서 처음부터 잡아줘야 하는 불편한 업데이트가 된거 같아요 검토해서 좋은 결과 있었으면 하네요 수고하세요
김윤경,3,2019년 4월 6일,0,연속 대화가 가능했으면 좋겠어요.
공정훈,4,2019년 1월 10일,21,"오늘 BTV 누구를 설치했는데, 기존 누구 mini에는 있던 호출 효과음, 응답음, 응답실패 효과음이 BTV 누구셋탑에도 적용되면 좋겠습니다. 소리가 안나니 반드시 셋탑을 쳐다보고 불이 들어오는지 확인하고 명령을 해야만 하네요. 기타 점차 더 많은 기능이 구현되기를 바랍니다."
근라임,5,2019년 2월 28일,48,항상 잘 쓰고있어요 혼자사는데 친구생긴기분!! 근데 알람설정 요일을 선택할수있으면 좋겠어요ㅠ 화수목 만 따로 알람을 설정하고싶은데 기능이 없어서 같은 알람을 3개씩만들어야해요.. 업데이트되었으면 좋겠어요!
good job lee,1,2018년 12월 20일,17,와이파이 연결이 계속 무한 로딩이예요. 갑자기 제 다비이스와 연결이 끊어진 후로는요. 지금 누구랑 연결할려고 하는 와이파이가 다른데 모든 휴대폰이랑 잘 연결이 되는데 누구랑만 계속 연결이 안되고 있어요 해결방법이 있습니까?
okyn vye,5,2018년 12월 15일,0,"1.전에는 앱을 통해서도 아리아에게 말로서,명령을 내렸는데 지금은 텍스트로서만 명령 지원이 되나요?만약 그렇다면 많이 불편하네요. 2.멜론 월 정액을 통해 아리아로 음악을 듣는데, 누구 앱을 통해서는 가수나 노래제목을 검색 못하는 것 같은데 왜검색을 못하게 해놨죠? 누구앱이 아닌 멜론 앱 자체에서도 연동 안되는 것 같은데 많이 불편합니다. 3.누구 앱을 통해 볼륨 조절시, 하단에 작은 아리아모양을 클릭 뒤 조절 가능토록 했는데..그또한 많이 불편합니다."
김보라,1,2019년 1월 1일,17,누구앱에서 생년월일 설정함.(멜론 누구모바일스트리밍이용중인데 )티맵에서 사용시 자꾸 누구앱에 생년월일 기입하라하고 멜론 스트리밍 돈주고샀는데 티맵서 못읽음 티맵서 운전할때 길찾는거 전화연결빼곤 무용지물이라 어찌해야할지..누구앱에서 멜론은365일 연결중이라고만뜨고..어찌할지 모르겟네요ㅜㅜ
박옥주,5,2019년 4월 4일,0,가끔 인터넷 과 연결이 잘안되요
교통영상저장소,3,2018년 12월 4일,37,이건 5개 주고싶은데... 비밀번호가 재설정이 안돼요... 재설정만되면 별 5개 드릴수있는데 재설정 하려고 하는데 아이디를 쓰고 확인눌렀는데 아이디 인증을 안받으면 패스워드를 못바꾼데요...ㅡ.ㅡ 이상하네요 -.-
Yoon Joshua,1,2019년 3월 2일,12,앱의 사용자설정-서비스설정-Btv연결 누르면 '현재 선택된 디바이스에서 사용할 수 없는 서비스입니다.'라고만 뜨고 다른경로로 접금해서 tv에 표시된 인증번호 누르면 폰에 인증번호를 확인하라고 뜨고.... 노트8 사용하는데 폰 기종때문인건 아닌것 같고 대체 뭐죠?
정윤엽,2,2019년 4월 18일,0,smartgate wifi 쓰는데 와이파이가 계속 연결이 안돼 요
송용학,1,2019년 2월 11일,36,자동 재생 멈출순 없나요? 가령 에일리의 보여줄께 를 누구캔들을 통해 시키면 계속해서 재생하네요.. 다양한 버전으로요.. 누가 좀 알려주세요 어떻게해야 한곡만 하고 정지 상태가 될까요?
youtube미누스틴,5,2019년 4월 7일,0,지이이이이인짜 엄청 좋아여 따봉 10만점 중 10만점
yoOn jI,2,2019년 1월 23일,2,일시적인 오류료 실행이 안 된다는데 전혀 일시적이지 않고 계속 그러네요. Btv 누구 이름(아리아)를 부르면 누구 앱과의 연동에 실패했다고 말하는데 누구 앱이 안 들어가지면 어쩌라는 건지..
한재구,4,2019년 4월 5일,0,아직 사용 해 보지못했어 잘모르겠음
bongchan an,1,2019년 3월 10일,1,누구 연결하고 셋팅하고나서 위치를 바구려고 전원 뺐다가 다시 전원연결하니 처음부터 설정을 다시 잡아야하내요.. 더욱중요한건 왜 와이파이 연결이 안되요? 누구디바이스는 연결되는데 5시간동안 와이파이 연결이 안된다고만 뜨내요. 왜그런거죠? 기존 연결했던 와이파이를 눌러봐도 연결안되고. 와이파이 이름도 알파벳3개고. 비번은 숫자 8자리인데 그걸 인식을 못하는건 무슨문제인가요.? 핸폰 3개나 바꿔가며 해봤는데 핸폰 문제는 아닌거같은데말이죠. 하 이거 답답해서 어디 함부로 전원을 뺄수있겠어요?
이정훈,3,2018년 12월 12일,1,Flo에서 접속하면 t무료듣기되는데 누구에서 접속하면 무료듣기이용권이 없다고 나오네요 원래 안되나요? 예전에는 티맵에서 뮤직메이트로 무료듣기 가능했는데 이제는 누구로 접속해야하고 이용권도 flo에서는 사용중인데도 없다고 나와요...
홍홍홍,1,2018년 12월 28일,2,앱에서 Btv 설정항목이 비활성화 상태예요. 선택된 디바이스에서는 사용할수 없는 서비스라고 하는데.. 뭐때문에 이런거죠? note8 사용하고있어요
박민정,3,2019년 4월 4일,3,자다가한번씩 깜짝놀래요.부르지도않앗는데 불켜지고..오류가 자주일어나네요
씬즈,4,2019년 1월 23일,0,"티비로 누구를 실행하려는데 어제까진 잘되다가 갑자기 오늘 해보니 ""누구서비스와의 연동에 실패하였습니다 죄송하지만 다시 시도해주세요"" 라고 계속 그러네요. 와이파이랑도 연결됬고 핸드폰으로 누구앱을 들어가려는데 누구앱 자체가 안들어가지네요 이럼 어떡하라는거죠"
Google 사용자,1,2019년 1월 4일,3,"내가 진짜 리뷰 안쓰는데😂 누구 진짜 사람 빡돌게 한다.. 블투스 연결은 30초에 한 번씩 끊기고, 차라리 잭 연결하게 해주지 잭없음. 인터넷은 노래 한곡 못가 끊긴다. 폰 와이파이처럼 다시 연결도 없고 연결 하려면 어플을 지우던 어 연결된 디바이스 삭제하던, 기기자체 껐다 켜야 하는데 그렁 뭐해. 3분뒤 또 끊길걸. 울집 와이파이 빵빵한데 미친거 아님? 개불편해. 폰음악 아니면 돈내고 정기권 끊어야 되고 겁나게 무겁고.. 그런주제에 맨날 업데이트만 주구장창하는데 뭘 업데이트 하는 거냐 대체"
쿠아,1,2019년 4월 5일,0,블루투스 연결이 지가 알아서 끊어져요
mike shin,5,2018년 11월 29일,3,타 인공지능 스피커도 써봤는데 깔끔하고 좋습니다. 아마존에 뒤지지 않네요. 스피커 내장 배터리만 있었으면 더 좋았겠네요.
김정식,3,2018년 11월 30일,22,사용자 중심의 편리성이 아니니 씁쓸합니다 음악 그냥 폰에 있는 것 들을수있으면 더 좋았을텐데 멜론하고만 연동되고 디바이스 첨가도 한정적인것 같고... 중요한것은 사용자가 중심이어야한다는 ...
신정환,5,2019년 2월 19일,21,누구미니 사용자 입니다 알람 설정할때 휴대폰에 있는 알람음도 사용할수있게 해주시면 감사하겠습니다. 누구어플 잘쓰고있어요.
우병수,5,2019년 4월 6일,0,너무좋고편함.앞으로도잘부탁 ᆢㅋㅋ
Kyungjin Lee,1,2019년 1월 17일,0,어느샌가 와이파이 연결하려고 해도 디바이스에 연결 실패했다며 안됩니다. 인터넷 바꾸고 다시 시도 해봐도 역시나 연결 실패. 그냥 갖다버려야 하나 고민되네요. 1대1 문의 넣어도 이틀째 답도 없고.
Youngju oh,3,2018년 12월 7일,1,계속 업데이트 후 뮤직메이트 이용가능하다고해요. 최신버전인데도 이러네요!! 뮤직메이트 이용권도 구매했는데 이러네요!!
Junyoung Ahn,1,2018년 12월 25일,2,선물받아서 쓰기는 하는데 할수있는게 거의 없고 몇일만에 무드등은 고장났네요. 그리고 하루에 몇번씩 업데이트할것도 없는데 업데이트한다고 노래끊는거 좀 고쳐주세요 솔직히 많이 실망입니다
코알라ʕ•ᴥ•ʔ,5,2019년 2월 23일,9,"잘 쓰고 있어요! 주로 누구 캔들과 Btv를 연결해서 사용하는데 ""TV 꺼줘""라고 하면 셋톱박스 전원만 꺼주는게 불편해요.. TV 전원이 꺼지게 해주셨음 좋겠어요 셋톱박스 전원이 꺼지면 TV 화면에 신호 없음이 계속 떠서 제가 다시 한번 리모컨을 들어서 TV 전원을 꺼야해요 또, 누구 캔들이랑 휴대폰을 연결했을때 휴대폰으로 튼 음악이나 영상 소리가 누구 캔들에서 나오도록 설정해주셨음 좋겠어요ㅜㅠ 꼭 부탁드립니다 누구는 제 삶의 질을 높여준 제품이예요!!! 누구 정말 사랑합니다♥♥♥♥♥ 꼭 이 부분 고쳐주실거라 믿고 별 5개 드립니다...전체 리뷰"
뀰깜,4,2018년 12월 9일,3,일단 기본적인 기능은 조금 추가해야할것같아요 우선 볼륨을 매우 만족합니다!음질이매우뛰어나구여 그리고 아쉬운점은 음성으로 알람음이 설정불가에요!ㅠㅠ 그리고 구글캘린더에서 음성으로 일정등록이 안돼요ㅠㅠ 이부분은 조금 추가를해야하것 같아요ㅎㅎ
이지후,1,2019년 4월 11일,0,업데이트 후 연결이 안됨..몇번을 해봐도 똑같고..버리고 싶다는..이럴꺼면 업데이트를 하게 하지 마시오!!!! 성질 버릴것 같으니..
이호원,5,2019년 4월 4일,0,새로 나온 전화 기능 좋네요! 굿굿
코리아Y.B,1,2019년 2월 25일,28,연결설정하는데 왜이리시간이 많이걸리고 항상 제자리에두고 같은 와이파이 쓰는데 한번씩 연결설정 해야돼나? 또 연결 설정하려면 왜이리 늦어
DO강팬,3,2019년 3월 12일,1,잘쓰고 있었는데 1~2일 전부터 자꾸만 누구서비스와의 연결이 않되있다고 하네요... 어떻게 하면되나요
아뇽,4,2019년 2월 10일,9,너무 좋아요. 누구 캔들 사용하고 있는데 음성인식도 잘 되고 편하고 스피커 기능도 만족스럽더라구요. 그런데 밤에 무드등 키고 싶어서 조용히 아리아.. 하면 소리를 키워놓은 상태라서 정말 크게 띵! 이래서 심장에 무리가와요. 설정으로 소리를 없앨수는 있지만 아리아가 네 저 부르셨어요 하는것도 너무 크고ㅠ 아리아 자체음성 크기는 사용자가 따로 설정할 수 있는 기능이 생겼으면 좋겠어요ㅠ 심장에 무리가 온다아
정선주,4,2018년 12월 3일,2,알람 기능에서 음량조절이 가능했으면 좋겠어요. 작은소리나 불빛에도 예민한 편인데 최대음량으로 알람이 울리니 스트레스에요.
MIHYE KIM,3,2019년 3월 15일,1,텍스트 기능은 이제 쓸수가 없는건가요?말을할수 없는 상황에서 텍스트전달로 이용잘하고 있었는데 갑자기 전달이 안되서 사용이 불편해요.개선이 되지않으면 언어장애가 있으신 분들은 사용하기가 불편할거같아요.
오주희,3,2019년 4월 6일,0,"알람소리좀 낮게 조절해주시면 안될까요?음량을 3,4로 놔둬도 그시간에 일어나집니다.휴대폰 알람처럼 소리조절돼서 아침부터 정신사납지않았으면 좋겠네요 ㅎ"
김근용,4,2019년 4월 13일,0,대화기능이좀 다양했음좋겠네여
덕후,4,2019년 1월 6일,2,멜론 스트리밍권 샀는데 카카오멜론 사용자는 누구못쓰나요?? 카카오로 로그인버튼이 아무리찾아도 안보이네요 ㅠㅠ 방법좀 알려주시면 감사하겠습니다@!
sh kim,4,2019년 4월 17일,2,개인정보 푸시 알림 그만 보내요 오늘 4번이나 왔어요
레혼,1,2019년 3월 12일,5,아니.. 제발 와이파이 연결하는 과정좀 개선해주세요.. 무슨 누구 전원 한번만 껐다 켜도 와이파이 다시 설정해야되는데 와이파이 검색도 한참걸리고 검색 되도 비밀번호 입력하면 무한 로딩걸리고.. 매번 와이파이 정보 바꿔야 연결되는데 정말 불편해요!!! 제발 좀 신경 좀 써주세요
Google 사용자,3,2019년 2월 19일,5,갤럭시노트8 누구 캔들 이용중입니다. 멜론 재생중 핸드폰 잠금화면을 풀때마다 음악이 멈춥니다.. 와이파이나 인터넷환경에는 이상없구요 매번 핸드폰 열때마다 다시재생해야되니 너무번거로워요. 오류 수정부탁드립니다.
ㅇㅅㅁ,4,2019년 2월 7일,7,"요즘 팟캐스트를 듣기 시작했는데 불편한 몇가지가 수정되었으면 좋겠다고 생각해서 의견을 남깁니다. 팟캐스트를 들으려고 재생버튼을 누르면 몇월 며칠 에피소드를 들려준다고 하는데 정작 어플에서는 몇월 며칠에 방송됐던 에피소드인지 안 적혀있어서 불편합니다. 그리고 팟캐스트마다 마지막으로 들은 에피소드가 무엇인지 표시되었으면 좋겠고, 에피소드를 듣다가 중간에 재생을 멈추면 나중에 그 팟캐스트 목록에 들어갔을 때 저번에 듣던 에피소드의 멈췄던 부분부터 이어듣기가 가능했으면 좋겠습니다."
Junghun Lee,5,2018년 12월 19일,2,기다리던 kbs라디오가 들어와서 너무 감사합니다. 알람에서 라디오 나오게 해주시면 아침마다 클래식 라디오를 들으면서 잠에서 깰수 있을것 같아요
S.G Kay,1,2019년 1월 30일,3,"티맵 설치하고 자꾸 설치까지 요구 하길래 깔아봤더니 NUGU? 아직 대단한것도 없는데 기존 사용중인게 있어도 누구 전용으로 음원상품 까지 추가로 구매해서 연결해 쓰라는 패기 대단하다. A.I 자리는 빅스비도 곧 나가리 되겠고, 구글 어시스턴트가 그 자리는 차지는 시간 문제 같은데 블루오션에서 자리 잡기도 전 사용자를 최대한 불편하게 하여 밀어내주니까 고맙긴하네 ㅋㅋ. ""Okay Google! "" 한가지만 쓰면 될것 같다. 땡큐 ""아리아"" 혼자 잘 놀아~! 빅스비와 대화하고 하면 되겠네요."
tv jj,5,2019년 4월 5일,0,무척편리해서 좋아요.
young ju back,4,2019년 2월 22일,5,btv 소리조절기능도 추가해주세요!!그리고 좀더.다양한 기능더 추가해주세여!
文照る山,5,2019년 4월 5일,0,너무 귀여운 나만의 친구 아리아 너무 즐겁습니다.
곽영호,5,2019년 4월 5일,0,좋은데 연결해야되는게 너무많네요
Google 사용자,2,2019년 1월 20일,0,일시적으로 연결이 원활하지 않다고 하네요 잠시후 다시 해보라고 해서 다시 했는데 계속 안되네요 네트워크 문제는 아닌것 같더라고요 다른 앱들은 다 잘되는데요......
김경남,1,2019년 1월 6일,1,잘 썻는데 급 멜론이안되요 껏다켜도 재연결해도 멜론서비스 연결이 원활하지않아 안된다고 말만해요 로그아웃하면 재생해줌; 미친거같음
김사랑,1,2019년 1월 23일,1,실행이 안됨 일시적으로 접속이.안되는거라는데 일시적이 아니네요 누구와의 연동 실퍄했다고 계속 나오고 기기 껐다 켜고 앱을 다시 설치해도 안되네요
Google 사용자,4,2019년 1월 28일,16,"하루종일 노래를 들을 수 있고 음악 종류도 다양해서 좋아요 가끔 ""누구와의 서비스가 원할하지 않아요"" 라고 하며 연결이 끊겨요"
탱쉬,1,2018년 11월 27일,11,연결가능한 디바이스에 떠야 연결하는데...검색이 안되기를 몇시간째...누구 초기화..앱 재설치...자동네트워크 전환 off...어떤걸해도 안됨...해결 방법 없나요?버려야됨?
김혜경,5,2019년 4월 7일,0,흔한말이지만..이표현이 딱이다! 삶의질이 달라졌다.아리없는곳엔 가기도 싫으
CHANHO KIM,5,2019년 5월 8일,3,알람 볼륨조절좀 ㅠ
이상민,1,2019년 2월 14일,4,티맵 멜론(카카오톡 계정) 연동안됩니다 참고하세요 업체 쪽에 문의하니 멜론 일반계정만 로그인 되고 카톡 계정은 아직 서비스 안한다네요 멜론에 문의해서 알아봤는데 카톡 계정을 일반으로 전환해도 유료상품 전환되지 않아 환불 요청하였습니다 빠른 시일 업데이트 부탁드립니다
김수형,1,2019년 1월 19일,1,가게에서 FLO 무제한 듣기 이용할겸 구입하고 사용하는데... 접속이 원활하지 않다며 이틀째 계속 오류나고 로그인 연결이 안되네요... 연결주소가 왜 아직 뮤직메이트 사이트 인걸까요?? 그래서 오류가 나는거 같은데...
